-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004492487626545863-0.004497582993848094j),(0.004492487626545863-0.004497582993848094j),(0.004268682568620304-0.005923089146933181j),(0.007306676938571271-0.00954851204941493j),(0.005467475318175969-0.0075462698999233125j),(0.011614917261462859-0.015665783136541583j),(0.004428867407541103-0.007187959053347736j),(0.01689160277650048-0.02047713455617513j),(0.0037166301975049363-0.00894163299608453j),(0.018753907632370576-0.025190487333283235j),(0.0024236186427067266-0.011705277372465114j),(0.02205580971045271-0.041605935049772j),(0.0059391543379272915-0.01783055855520128j),(0.04908851295541989-0.06068693036808608j),(0.013113452415131262-0.01650735360402024j),(0.08005875534902103-0.046218359745797376j),(0.006820358001186053-0.011565284529143785j),(0.049440267692570136-0.03915324553787888j),(0.008832562528882404-0.01124389990065483j),(0.059819272952097866-0.034638726756039705j),(0.07571275527180342+0.003946573077793273j),(0.18215493662665633+0.4994972402934551j),0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004680601408163117-0.0037877177597550886j),(0.004680601408163117-0.0037877177597550886j),(0.0044113134056642635-0.004841317022993912j),(0.007506039113113636-0.00777894661853912j),(0.004967457739436682-0.006064170673132241j),(0.01050891927012584-0.013021435398042517j),(0.0034223959661674424-0.006779615482227807j),(0.015010250368516255-0.019382553456849708j),(0.004062209038297842-0.008548681775903406j),(0.02095948815123409-0.02295661609019088j),(0.003312725877853735-0.008436111491932564j),(0.022786777979057895-0.027243520725603983j),(0.002243459794772625-0.012661596144303325j),(0.02793641370531816-0.0438230582696188j),(0.006934824815082483-0.017554865603996786j),(0.05888867836502951-0.060138593503851624j),(0.0133943462898577-0.015541124650014117j),(0.08969461815505686-0.039493003812139736j),(0.00793632760737804-0.011406878504344232j),(0.05604462807631957-0.03495248092781602j),(0.009239613798760492-0.00999520351569008j),(0.06609126468889602-0.028381446284762222j),(0.06966945267692248+0.013224253575967924j),(0.11248549682572202+0.4862729204630663j),0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,(0.004697631659529226-0.0031672974310641483j),(0.004697631659529226-0.0031672974310641483j),(0.0045645714261635046-0.004134872798129906j),(0.007808441719216746-0.006582971004136459j),(0.005030864524381181-0.004888427074267734j),(0.01067336862192758-0.010526477151073538j),(0.002780920358704386-0.005708522849845358j),(0.013295551370106717-0.016214822465323988j),(0.003156681606552292-0.008041970631198601j),(0.01847356809995061-0.02189430196430386j),(0.003540026145958871-0.008276580961371911j),(0.02473653410542483-0.024745545885641092j),(0.0029427865707227466-0.009482140384975008j),(0.026734996307797024-0.02835459960776991j),(0.0027563200221139097-0.012594111654408071j),(0.033783501376314425-0.0449993491748725j),(0.00744205300911319-0.01748904728951876j),(0.06863157341209812-0.05740723834664393j),(0.014465440846384478-0.014879856063841432j),(0.09749632022581921-0.030789887910994115j),(0.00833244855788118-0.010389075388761954j),(0.06198108394185718-0.029540738114470517j),(0.009902912156370586-0.009567841427024748j),(0.07099156036112626-0.020764271553248583j),(0.06349073436095994+0.019659295401450554j),(0.04899480199778105+0.4666135740349416j),0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,(0.004629376632021732-0.0025019702228600443j),(0.004629376632021732-0.0025019702228600443j),(0.004527067847685535-0.0035037416344992677j),(0.007798760774802535-0.005547330623222203j),(0.005061559756759054-0.004142787407514676j),(0.010982038965402296-0.008882583550610314j),(0.0028238925403712926-0.004888690498328695j),(0.013311703930705677-0.013193130268015371j),(0.002682908532995789-0.0069192409541215015j),(0.01614688293734812-0.018392022657071697j),(0.002491143698187286-0.007987086786919105j),(0.021601782404615574-0.023913818206946266j),(0.0032313090833082547-0.0092677755671875j),(0.028308203498513488-0.02567906673189401j),(0.0031921769087378277-0.009488441743619442j),(0.03043945954078592-0.028989993354478813j),(0.00284589283875203-0.013127344033061249j),(0.0398321850362587-0.045003337686879454j),(0.008604991116941837-0.017220910456310735j),(0.07747605880789941-0.05274983005167308j),(0.015170736216392627-0.013600320069619271j),(0.10374509883253065-0.02064901058215213j),(0.009020609474108248-0.010048020632343897j),(0.06675390398433198-0.02286158609550097j),(0.01060767634195088-0.008329330016869111j),(0.07454337485651205-0.012415580479906083j),(0.057105323530013706+0.02609379985985861j),(-0.00811049453402174+0.4405197310315523j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,(0.004550794504232499-0.001842150028128424j),(0.004550794504232499-0.001842150028128424j),(0.0044332487569003-0.002812688420217059j),(0.007650663232649761-0.004415552339609918j),(0.0048966175117266105-0.0034536057290200746j),(0.010848155310128007-0.00745212677853259j),(0.0029183375622552736-0.004489159203431215j),(0.013589739301254292-0.011266747617960532j),(0.0028552447404858747-0.0060792995001040205j),(0.015913306009119936-0.014969748886361746j),(0.0019342840882162103-0.006998015079402044j),(0.01859337913530003-0.020284788996156444j),(0.002324206991029793-0.008956077003593976j),(0.02463509247928597-0.02525421536494235j),(0.003321394999039846-0.009370630189311634j),(0.03157022712247079-0.026282603040415856j),(0.0030601880452641324-0.010086016036515887j),(0.03414670026390149-0.02897235496558214j),(0.0036680752769148125-0.013267909223413185j),(0.045626837357049706-0.04398360646162646j),(0.009466388616511244-0.016763450939527514j),(0.08556544755487551-0.04652113927054786j),(0.015983522400709254-0.012594890795057207j),(0.10795775836480302-0.009224514849295028j),(0.00971381479931702-0.009000391261606205j),(0.07035002875753824-0.01549722083041533j),(0.010969556183141842-0.007488230761755333j),(0.07664645422199562-0.0033288428208039043j),(0.04999325954021379+0.030648720185738103j),(-0.058103713682461394+0.4098709690641963j),0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,(0.004437591132932103-0.0012440831007364983j),(0.004437591132932103-0.0012440831007364983j),(0.00435414825509402-0.002141311286672496j),(0.007505053835486965-0.0032925261603797503j),(0.004711324188806294-0.0027035525469253584j),(0.010547686112771036-0.0058747777373962j),(0.002862337772113135-0.0041186564521803375j),(0.013338486347824108-0.009607640134618865j),(0.003033317012479757-0.005624958995580033j),(0.016064846899163338-0.012808239129180539j),(0.002098790937721954-0.006280970584414203j),(0.018037855928943684-0.016618312818158162j),(0.0018766226084903747-0.007952825626872847j),(0.020977758727848083-0.021735327235002433j),(0.0022716836827128928-0.009121492093231983j),(0.027461150829047314-0.02637745341172663j),(0.0032490265985032083-0.009983981004755059j),(0.0348062503911134-0.026353356317099733j),(0.003576129277568578-0.010312593910121742j),(0.03761801846043448-0.028523421910035665j),(0.00411956834144296-0.013410518013504779j),(0.05134815007990367-0.04203846194907293j),(0.010658983390218974-0.016269528147368494j),(0.09244933385449738-0.038770725904233444j),(0.016756879711091043-0.01114308691631303j),(0.11018754178377067+0.0027880035625440086j),(0.010162577154880548-0.008281492526363418j),(0.07271522439220345-0.007421885131466571j),(0.011589379391771855-0.006322092693749085j),(0.07715880508206671+0.005980593277083546j),(0.0433230561780065+0.03441377845278025j),(-0.10142673266897359+0.3754571623976611j),0j,0j,0j,0j
0j,0j,0j,0j,(0.004261199097990701-0.0007042852292085964j),(0.004261199097990701-0.0007042852292085964j),(0.00424191065422403-0.0015456251408134587j),(0.007306785649725033-0.0022850234501387424j),(0.004561845773613252-0.0019996911659692328j),(0.010275885870887902-0.004323439803243092j),(0.0028280140471156553-0.0036430398121245168j),(0.012912417324626219-0.007739922856528033j),(0.003060136047377374-0.005158611417553851j),(0.015634147654501763-0.010957846981050656j),(0.0022892393271495915-0.005955496286449819j),(0.018024482328715022-0.014351079770445923j),(0.002108932575090833-0.007193021730792603j),(0.02006191975108208-0.01797720482379269j),(0.0017342647124185305-0.0081438344872734j),(0.02323951144357434-0.02311920295432028j),(0.0022685564922033776-0.009802626199950948j),(0.030377613608322227-0.02708912085307761j),(0.003617928891929476-0.010219883770589954j),(0.03783325883226303-0.02613299770560418j),(0.0037823856959079923-0.010572250132444852j),(0.041120112411249944-0.027614354718325865j),(0.005047923740676148-0.013505216432163875j),(0.05670739194123517-0.039144266898490966j),(0.011700862817754957-0.015467454958382115j),(0.09808396685184433-0.029959012082605947j),(0.017344293842894647-0.009764206520067764j),(0.110417753364074+0.015236079575144465j),(0.010810309519355058-0.007254500511447474j),(0.0736935490535617+0.0009264233775181742j),(0.01179447300967832-0.005162089791492081j),(0.07624292108217252+0.015353454782660916j),(0.036254907754515196+0.037083642236411106j),(-0.1376816009006731+0.3383734925859605j),0j,0j,0j
0j,0j,0j,(0.0040306783086678085-0.00020958314478264776j),(0.0040306783086678085-0.00020958314478264776j),(0.004063617926469124-0.0010084600869798405j),(0.006999145083210491-0.001380496962957829j),(0.004378214718441391-0.0013912082956726536j),(0.009936258247644372-0.0029501910231429984j),(0.002868061718549635-0.0031720985371866445j),(0.01256246224079841-0.005892931155055899j),(0.0031175947428214055-0.004581227540692626j),(0.015026171617810936-0.008855990652124706j),(0.0023363528273562836-0.005596625974385579j),(0.01740168823834413-0.012437572641685414j),(0.0023471658936347647-0.006793682806453015j),(0.01986648042565964-0.015686176589237603j),(0.001915089765440173-0.007424841368249169j),(0.021998139365590984-0.01938681739564615j),(0.0017504007677622475-0.008847505151678283j),(0.025654009225247087-0.024242425826180976j),(0.0025317746850407174-0.010058819472902493j),(0.033254235455688286-0.02758090343351823j),(0.0038241538115582293-0.010559765399656803j),(0.04093858608060284-0.02554834672279837j),(0.00439761627497344-0.010782829916889246j),(0.04446713658811748-0.0262432165580482j),(0.005804283188405011-0.013352321493086215j),(0.06174088426870556-0.035477304785569465j),(0.012818940479879862-0.014646114667111017j),(0.10233124865869933-0.02017581069477891j),(0.017921580187926167-0.008171974298561502j),(0.10862251977329966+0.027593637317684785j),(0.011129990708768429-0.006231561105603218j),(0.07343341950735194+0.009402627887643577j),(0.012122847339398168-0.004003263845641883j),(0.07380829140406557+0.024493966831214915j),(0.029650111787916725+0.038682943746488896j),(-0.16733167204597119+0.29969053176080807j),0j,0j
0j,0j,(0.0037645019700920817+0.00023514983638666772j),(0.0037645019700920817+0.00023514983638666772j),(0.003835046279984778-0.0005140227875736993j),(0.006601421896877751-0.0005521063908212445j),(0.004128561299524126-0.0008471376415651451j),(0.009446280149234522-0.0017262899354553087j),(0.002899956801635845-0.002756744768916445j),(0.012153081834801854-0.004264946291276072j),(0.003236597719874378-0.004016391097511035j),(0.014534206588792896-0.006777358060701268j),(0.0024367846479385114-0.005103856959485142j),(0.016614321645619847-0.010226140985597825j),(0.0024374361133331517-0.006348070885417358j),(0.019062623740970487-0.013783642554615281j),(0.002100462174370383-0.007078480196341446j),(0.021651323771430194-0.017146752094063716j),(0.0019478757021462775-0.008102374703487198j),(0.02409516323411416-0.02062989313882755j),(0.0019168299784085058-0.009116212244345327j),(0.028172270140953807-0.02526040941211381j),(0.0027304488680716084-0.010518451043611002j),(0.03634247622321182-0.027736552049930037j),(0.004340870219556953-0.010767555587133023j),(0.043971829380764896-0.02461029789683788j),(0.0048904238709499654-0.010825365315553134j),(0.04780288183215895-0.024456425261596984j),(0.00675861381423825-0.013230826539045573j),(0.06630574588118825-0.030998133041042902j),(0.013858008227596417-0.013543856635331933j),(0.10509105074780913-0.009798526867703978j),(0.01825553886005093-0.006534174427567504j),(0.10499935838048874+0.03961519186580383j),(0.011543956966104787-0.0051713193867025135j),(0.0718413486750586+0.017767411241651154j),(0.012176790373642239-0.0027078469141395877j),(0.0700662950099697+0.03314096719465866j),(0.023140970236547317+0.039552060625423116j),(-0.1904726040523914+0.26013845741587505j),0j
0j,(0.0034712283875714513+0.0006210974908356821j),(0.0034712283875714513+0.0006210974908356821j),(0.0035761692574950146-7.175595892453736e-05j),(0.0061483446779833015+0.00018951139202131082j),(0.0038368261893856163-0.00035153040920283933j),(0.008840303946155002-0.0006116519533696472j),(0.002882236182478709-0.002363192390042911j),(0.011571320686278506-0.002813023571189823j),(0.0033246236998741457-0.0035047589268086734j),(0.013992540427347102-0.004957075827499608j),(0.00261882711207287-0.004613522329481815j),(0.01600032960388669-0.008030302170438304j),(0.0025747075110167735-0.005774290250084195j),(0.018107031531013076-0.01154094630628979j),(0.0021417690187103644-0.006674399316736908j),(0.02070831260608385-0.015313423775472627j),(0.0021518836853081235-0.007718697458272308j),(0.023611400650036047-0.018489581336247642j),(0.002030286312099053-0.008387262567548622j),(0.026372653116431683-0.02185566397823777j),(0.0020715060390747195-0.009633738686813225j),(0.031002245307071772-0.02599604768022215j),(0.003185506351757852-0.010776783263656938j),(0.039526152285323995-0.027563979976190846j),(0.004782900386993402-0.01091896028385188j),(0.047100061713640305-0.023306043169640158j),(0.005570589137186179-0.010881463163704759j),(0.05101377758688661-0.022170814497843458j),(0.007683829918134526-0.012839972120225838j),(0.07034678850472541-0.02586493485390933j),(0.01481607976359525-0.01239105198439312j),(0.10637676540624803+0.000996422211669798j),(0.018501034339575628-0.004833245104010522j),(0.09960095091109437+0.05097979664108277j),(0.01172724988621428-0.003995027511565062j),(0.06908592550055874+0.02578656946654722j),(0.012168631630768754-0.0015202989469835044j),(0.0650731327662549+0.041144063562168716j),(0.0170394286284894+0.03947408788853339j),(-0.20751199365907932+0.22066436225142885j)
